Province/State,Country/Region,Confirmed,Deaths,Recovered,Measurement_Date
NA,Sierra Leone,8,0,0,2020-04-10
NA,Singapore,2108,7,492,2020-04-10
NA,Slovakia,715,2,23,2020-04-10
NA,Slovenia,1160,45,137,2020-04-10
NA,Somalia,21,1,1,2020-04-10
NA,South Africa,2003,24,410,2020-04-10
NA,South Sudan,4,0,0,2020-04-10
NA,Spain,158273,16081,55668,2020-04-10
NA,Sri Lanka,190,7,54,2020-04-10
NA,Sudan,17,2,2,2020-04-10
NA,Suriname,10,1,4,2020-04-10
NA,Sweden,9685,870,381,2020-04-10
NA,Switzerland,24551,1002,11100,2020-04-10
NA,Syria,19,2,4,2020-04-10
NA,Taiwan*,382,6,91,2020-04-10
NA,Tanzania,32,3,5,2020-04-10
NA,Thailand,2473,33,1013,2020-04-10
NA,Timor-Leste,2,0,1,2020-04-10
NA,Togo,76,3,25,2020-04-10
NA,Trinidad and Tobago,109,8,1,2020-04-10
NA,Tunisia,671,25,25,2020-04-10
NA,Turkey,47029,1006,2423,2020-04-10
NA,Uganda,53,0,0,2020-04-10
NA,Ukraine,2203,69,61,2020-04-10
NA,United Arab Emirates,3360,16,418,2020-04-10
NA,United Kingdom,73758,8958,344,2020-04-10
NA,Uruguay,473,7,206,2020-04-10
NA,Uzbekistan,624,3,42,2020-04-10
NA,Venezuela,171,9,84,2020-04-10
NA,Vietnam,257,0,144,2020-04-10
NA,West Bank and Gaza,267,2,45,2020-04-10
NA,Western Sahara,4,0,0,2020-04-10
NA,Yemen,1,0,0,2020-04-10
NA,Zambia,40,2,25,2020-04-10
NA,Zimbabwe,13,3,0,2020-04-10
Utah,US,0,4,0,2020-04-10
South Carolina,US,9,0,0,2020-04-11
Louisiana,US,98,4,0,2020-04-11
Virginia,US,15,0,0,2020-04-11
Idaho,US,513,6,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Kentucky,US,6,0,0,2020-04-11
Missouri,US,11,0,0,2020-04-11
Oklahoma,US,27,2,0,2020-04-11
Colorado,US,543,23,0,2020-04-11
Idaho,US,1,0,0,2020-04-11
Illinois,US,25,0,0,2020-04-11
Indiana,US,4,0,0,2020-04-11
Mississippi,US,49,1,0,2020-04-11
Nebraska,US,45,0,0,2020-04-11
Ohio,US,3,0,0,2020-04-11
Pennsylvania,US,44,1,0,2020-04-11
Washington,US,30,0,0,2020-04-11
Wisconsin,US,2,0,0,2020-04-11
Vermont,US,54,0,0,2020-04-11
South Carolina,US,50,1,0,2020-04-11
Florida,US,174,0,0,2020-04-11
North Carolina,US,34,0,0,2020-04-11
California,US,806,21,0,2020-04-11
Colorado,US,7,2,0,2020-04-11
New York,US,446,12,0,2020-04-11
Wyoming,US,5,0,0,2020-04-11
Virginia,US,46,0,0,2020-04-11
Mississippi,US,7,0,0,2020-04-11
North Carolina,US,2,0,0,2020-04-11
Virginia,US,188,1,0,2020-04-11
Iowa,US,21,1,0,2020-04-11
Michigan,US,19,0,0,2020-04-11
Maryland,US,11,0,0,2020-04-11
New York,US,26,1,0,2020-04-11
North Carolina,US,2,0,0,2020-04-11
Virginia,US,4,0,0,2020-04-11
Pennsylvania,US,836,19,0,2020-04-11
Indiana,US,136,10,0,2020-04-11
Kentucky,US,3,0,0,2020-04-11
Louisiana,US,71,7,0,2020-04-11
Ohio,US,27,1,0,2020-04-11
South Carolina,US,4,0,0,2020-04-11
Michigan,US,1,0,0,2020-04-11
California,US,2,0,0,2020-04-11
California,US,7,0,0,2020-04-11
Virginia,US,9,0,0,2020-04-11
Virginia,US,10,0,0,2020-04-11
Mississippi,US,11,1,0,2020-04-11
Alaska,US,121,4,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Kentucky,US,3,1,0,2020-04-11
South Carolina,US,102,5,0,2020-04-11
Tennessee,US,12,1,0,2020-04-11
Texas,US,3,0,0,2020-04-11
Missouri,US,1,0,0,2020-04-11
Texas,US,11,0,0,2020-04-11
Maine,US,27,0,0,2020-04-11
Texas,US,16,0,0,2020-04-11
Maryland,US,615,19,0,2020-04-11
Minnesota,US,58,0,0,2020-04-11
North Carolina,US,10,0,0,2020-04-11
Nebraska,US,1,0,0,2020-04-11
Michigan,US,7,0,0,2020-04-11
Arizona,US,66,0,0,2020-04-11
Iowa,US,1,1,0,2020-04-11
Georgia,US,9,0,0,2020-04-11
Virginia,US,7,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Colorado,US,931,30,0,2020-04-11
Colorado,US,6,0,0,2020-04-11
Michigan,US,4,0,0,2020-04-11
Arkansas,US,2,0,0,2020-04-11
Virginia,US,349,2,0,2020-04-11
Pennsylvania,US,26,1,0,2020-04-11
Maine,US,2,0,0,2020-04-11
Louisiana,US,415,20,0,2020-04-11
North Carolina,US,4,0,0,2020-04-11
Ohio,US,5,0,0,2020-04-11
Wisconsin,US,1,0,0,2020-04-11
Arkansas,US,10,0,0,2020-04-11
Ohio,US,24,0,0,2020-04-11
Washington,US,4,0,0,2020-04-11
Louisiana,US,109,1,0,2020-04-11
Texas,US,8,0,0,2020-04-11
Kansas,US,3,0,0,2020-04-11
Missouri,US,1,0,0,2020-04-11
Ohio,US,3,1,0,2020-04-11
Georgia,US,2,0,0,2020-04-11
New Jersey,US,230,7,0,2020-04-11
Oklahoma,US,1,0,0,2020-04-11
Mississippi,US,18,0,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Ohio,US,14,1,0,2020-04-11
Virginia,US,17,0,0,2020-04-11
South Dakota,US,1,0,0,2020-04-11
Texas,US,8,0,0,2020-04-11
Alabama,US,19,1,0,2020-04-11
Louisiana,US,61,1,0,2020-04-11
Colorado,US,9,0,0,2020-04-11
Georgia,US,14,0,0,2020-04-11
Florida,US,17,2,0,2020-04-11
Georgia,US,12,2,0,2020-04-11
Alabama,US,66,1,0,2020-04-11
Georgia,US,44,1,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Maryland,US,1173,26,0,2020-04-11
Maryland,US,756,22,0,2020-04-11
South Carolina,US,7,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Georgia,US,7,0,0,2020-04-11
Idaho,US,5,0,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Alabama,US,9,0,0,2020-04-11
West Virginia,US,4,0,0,2020-04-11
North Dakota,US,2,0,0,2020-04-11
Massachusetts,US,480,15,0,2020-04-11
South Carolina,US,5,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Wisconsin,US,6,0,0,2020-04-11
Georgia,US,51,3,0,2020-04-11
Michigan,US,8,0,0,2020-04-11
Missouri,US,2,0,0,2020-04-11
Indiana,US,108,4,0,2020-04-11
Kansas,US,4,0,0,2020-04-11
Georgia,US,209,15,0,2020-04-11
Texas,US,26,1,0,2020-04-11
Missouri,US,6,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Virginia,US,0,0,0,2020-04-11
Arkansas,US,4,0,0,2020-04-11
Florida,US,36,1,0,2020-04-11
Michigan,US,53,0,0,2020-04-11
Wisconsin,US,3,0,0,2020-04-11
South Dakota,US,21,2,0,2020-04-11
North Carolina,US,13,0,0,2020-04-11
South Carolina,US,191,6,0,2020-04-11
Louisiana,US,27,1,0,2020-04-11
Oklahoma,US,1,0,0,2020-04-11
Pennsylvania,US,143,13,0,2020-04-11
Montana,US,1,0,0,2020-04-11
Oklahoma,US,1,0,0,2020-04-11
Pennsylvania,US,5,1,0,2020-04-11
Tennessee,US,17,1,0,2020-04-11
Virginia,US,15,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
New Hampshire,US,21,0,0,2020-04-11
Texas,US,91,3,0,2020-04-11
Ohio,US,49,2,0,2020-04-11
Minnesota,US,5,0,0,2020-04-11
Georgia,US,8,0,0,2020-04-11
Vermont,US,31,1,0,2020-04-11
Arkansas,US,47,0,0,2020-04-11
Indiana,US,0,0,0,2020-04-11
Iowa,US,16,1,0,2020-04-11
Minnesota,US,1,0,0,2020-04-11
Mississippi,US,5,0,0,2020-04-11
Missouri,US,3,0,0,2020-04-11
Oregon,US,21,2,0,2020-04-11
Tennessee,US,4,0,0,2020-04-11
Washington,US,244,25,0,2020-04-11
Michigan,US,0,0,0,2020-04-11
New Jersey,US,9362,435,0,2020-04-11
South Carolina,US,67,1,0,2020-04-11
West Virginia,US,89,0,0,2020-04-11
Pennsylvania,US,930,19,0,2020-04-11
Massachusetts,US,336,20,0,2020-04-11
New Mexico,US,407,13,0,2020-04-11
Georgia,US,6,0,0,2020-04-11
Michigan,US,94,3,0,2020-04-11
North Carolina,US,12,1,0,2020-04-11
Alaska,US,1,0,0,2020-04-11
Texas,US,665,24,0,2020-04-11
Alabama,US,13,0,0,2020-04-11
Georgia,US,63,1,0,2020-04-11
Louisiana,US,30,1,0,2020-04-11
Montana,US,1,0,0,2020-04-11
Minnesota,US,1,0,0,2020-04-11
Idaho,US,2,0,0,2020-04-11
Iowa,US,41,0,0,2020-04-11
Indiana,US,5,0,0,2020-04-11
North Carolina,US,1,0,0,2020-04-11
Idaho,US,452,5,0,2020-04-11
Pennsylvania,US,10,0,0,2020-04-11
Texas,US,4,0,0,2020-04-11
Virginia,US,0,0,0,2020-04-11
Georgia,US,1,0,0,2020-04-11
Tennessee,US,3,0,0,2020-04-11
Alabama,US,12,0,0,2020-04-11
Tennessee,US,46,3,0,2020-04-11
Minnesota,US,22,0,0,2020-04-11
Mississippi,US,65,3,0,2020-04-11
Missouri,US,3,0,0,2020-04-11
South Dakota,US,3,0,0,2020-04-11
Illinois,US,4,0,0,2020-04-11
Idaho,US,4,0,0,2020-04-11
Idaho,US,11,0,0,2020-04-11
Arkansas,US,3,0,0,2020-04-11
Illinois,US,7,1,0,2020-04-11
Indiana,US,103,2,0,2020-04-11
Iowa,US,4,0,0,2020-04-11
Kentucky,US,23,1,0,2020-04-11
Missouri,US,79,1,0,2020-04-11
West Virginia,US,1,0,0,2020-04-11
Louisiana,US,178,9,0,2020-04-11
Virginia,US,22,0,0,2020-04-11
Colorado,US,234,7,0,2020-04-11
Kansas,US,7,1,0,2020-04-11
Kentucky,US,4,1,0,2020-04-11
Texas,US,30,1,0,2020-04-11
North Dakota,US,1,0,0,2020-04-11
Nebraska,US,1,0,0,2020-04-11
Utah,US,12,0,0,2020-04-11
Kentucky,US,17,2,0,2020-04-11
Kentucky,US,9,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Florida,US,24,0,0,2020-04-11
Pennsylvania,US,18,0,0,2020-04-11
Arkansas,US,6,0,0,2020-04-11
Tennessee,US,31,0,0,2020-04-11
Michigan,US,26,2,0,2020-04-11
Georgia,US,7,1,0,2020-04-11
West Virginia,US,1,0,0,2020-04-11
Texas,US,216,2,0,2020-04-11
Texas,US,134,10,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Kentucky,US,3,0,0,2020-04-11
Iowa,US,3,0,0,2020-04-11
Florida,US,120,2,0,2020-04-11
Massachusetts,US,1191,39,0,2020-04-11
Rhode Island,US,39,0,0,2020-04-11
Virginia,US,1,0,0,2020-04-11
Montana,US,4,0,0,2020-04-11
West Virginia,US,3,0,0,2020-04-11
South Dakota,US,6,0,0,2020-04-11
Georgia,US,18,1,0,2020-04-11
New York,US,117,6,0,2020-04-11
Colorado,US,68,2,0,2020-04-11
Florida,US,2806,76,0,2020-04-11
Indiana,US,12,1,0,2020-04-11
Minnesota,US,7,1,0,2020-04-11
Ohio,US,5,1,0,2020-04-11
South Dakota,US,14,0,0,2020-04-11
Texas,US,10,0,0,2020-04-11
Wisconsin,US,60,1,0,2020-04-11
North Carolina,US,34,1,0,2020-04-11
Virginia,US,3,0,0,2020-04-11
Georgia,US,28,1,0,2020-04-11
Oklahoma,US,3,0,0,2020-04-11
Iowa,US,6,0,0,2020-04-11
Missouri,US,20,1,0,2020-04-11
Virginia,US,2,0,0,2020-04-11
Virginia,US,14,0,0,2020-04-11
Pennsylvania,US,1107,32,0,2020-04-11
Iowa,US,2,0,0,2020-04-11
Virginia,US,4,0,0,2020-04-11
Nebraska,US,33,1,0,2020-04-11
Wisconsin,US,3,1,0,2020-04-11
Kentucky,US,14,2,0,2020-04-11
Georgia,US,16,1,0,2020-04-11
Alabama,US,4,0,0,2020-04-11
North Carolina,US,37,2,0,2020-04-11
Illinois,US,5,0,0,2020-04-11
Georgia,US,28,1,0,2020-04-11
North Carolina,US,61,2,0,2020-04-11
North Dakota,US,2,0,0,2020-04-11
North Dakota,US,49,0,0,2020-04-11
Texas,US,6,0,0,2020-04-11
New Jersey,US,1031,22,0,2020-04-11
Texas,US,6,0,0,2020-04-11
Nebraska,US,1,0,0,2020-04-11
Alabama,US,6,0,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Kansas,US,8,0,0,2020-04-11
Kentucky,US,2,0,0,2020-04-11
Missouri,US,13,0,0,2020-04-11
Ohio,US,115,2,0,2020-04-11
Pennsylvania,US,128,3,0,2020-04-11
California,US,14,0,0,2020-04-11
South Dakota,US,0,0,0,2020-04-11
Georgia,US,27,0,0,2020-04-11
North Carolina,US,107,1,0,2020-04-11
West Virginia,US,21,0,0,2020-04-11
Utah,US,34,0,0,2020-04-11
Louisiana,US,974,39,0,2020-04-11
Oklahoma,US,9,0,0,2020-04-11
California,US,8,0,0,2020-04-11
Louisiana,US,248,8,0,2020-04-11
Kentucky,US,5,0,0,2020-04-11
Louisiana,US,18,0,0,2020-04-11
Missouri,US,1,0,0,2020-04-11
North Carolina,US,17,0,0,2020-04-11
Texas,US,6,0,0,2020-04-11
Vermont,US,8,0,0,2020-04-11
Alabama,US,57,0,0,2020-04-11
Florida,US,5,0,0,2020-04-11
Georgia,US,41,2,0,2020-04-11
Illinois,US,1,0,0,2020-04-11
Michigan,US,71,1,0,2020-04-11
Mississippi,US,14,0,0,2020-04-11
South Carolina,US,6,1,0,2020-04-11
Texas,US,14,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Missouri,US,21,1,0,2020-04-11
Kentucky,US,8,1,0,2020-04-11
Wisconsin,US,4,0,0,2020-04-11
Maryland,US,82,1,0,2020-04-11
Idaho,US,1,0,0,2020-04-11
Pennsylvania,US,13,1,0,2020-04-11
Georgia,US,20,0,0,2020-04-11
Missouri,US,26,1,0,2020-04-11
New Jersey,US,1180,29,0,2020-04-11
Louisiana,US,2,0,0,2020-04-11
Pennsylvania,US,1,0,0,2020-04-11
Texas,US,159,3,0,2020-04-11
Texas,US,3,0,0,2020-04-11
Kentucky,US,29,3,0,2020-04-11
Tennessee,US,10,0,0,2020-04-11
Virginia,US,9,0,0,2020-04-11
Wyoming,US,11,0,0,2020-04-11
Oklahoma,US,56,1,0,2020-04-11
Georgia,US,4,0,0,2020-04-11
Tennessee,US,7,0,0,2020-04-11
Idaho,US,145,5,0,2020-04-11
Missouri,US,28,1,0,2020-04-11
New Jersey,US,129,5,0,2020-04-11
Montana,US,6,0,0,2020-04-11
Pennsylvania,US,98,3,0,2020-04-11
Utah,US,2,0,0,2020-04-11
Wyoming,US,4,0,0,2020-04-11
Idaho,US,1,0,0,2020-04-11
Minnesota,US,19,0,0,2020-04-11
Maryland,US,15,0,0,2020-04-11
Virginia,US,6,0,0,2020-04-11
Arkansas,US,2,0,0,2020-04-11
Georgia,US,201,5,0,2020-04-11
Illinois,US,5,1,0,2020-04-11
Indiana,US,5,0,0,2020-04-11
Iowa,US,1,0,0,2020-04-11
Kentucky,US,2,0,0,2020-04-11
Maryland,US,214,25,0,2020-04-11
Mississippi,US,7,0,0,2020-04-11
New Hampshire,US,28,0,0,2020-04-11
Ohio,US,11,0,0,2020-04-11
Tennessee,US,10,0,0,2020-04-11
Virginia,US,3,0,0,2020-04-11
Nevada,US,16,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Missouri,US,3,1,0,2020-04-11
Oklahoma,US,1,0,0,2020-04-11
Tennessee,US,3,0,0,2020-04-11
North Carolina,US,21,1,0,2020-04-11
Minnesota,US,12,0,0,2020-04-11
Montana,US,13,0,0,2020-04-11
Indiana,US,23,1,0,2020-04-11
Michigan,US,12,1,0,2020-04-11
Minnesota,US,3,0,0,2020-04-11
Missouri,US,34,2,0,2020-04-11
Nebraska,US,3,0,0,2020-04-11
North Dakota,US,95,2,0,2020-04-11
Texas,US,4,0,0,2020-04-11
Idaho,US,7,1,0,2020-04-11
Texas,US,11,1,0,2020-04-11
North Carolina,US,3,0,0,2020-04-11
Louisiana,US,20,1,0,2020-04-11
North Carolina,US,33,1,0,2020-04-11
Georgia,US,12,0,0,2020-04-11
New Mexico,US,1,0,0,2020-04-11
New York,US,19,0,0,2020-04-11
New York,US,28,1,0,2020-04-11
Maryland,US,66,1,0,2020-04-11
Iowa,US,20,0,0,2020-04-11
Missouri,US,5,0,0,2020-04-11
Nebraska,US,0,0,0,2020-04-11
Pennsylvania,US,69,0,0,2020-04-11
Iowa,US,13,0,0,2020-04-11
Colorado,US,27,3,0,2020-04-11
Alabama,US,181,8,0,2020-04-11
Texas,US,24,0,0,2020-04-11
Illinois,US,85,2,0,2020-04-11
Ohio,US,6,1,0,2020-04-11
Missouri,US,4,0,0,2020-04-11
Maryland,US,235,5,0,2020-04-11
Virginia,US,8,0,0,2020-04-11
South Dakota,US,3,0,0,2020-04-11
South Carolina,US,331,1,0,2020-04-11
Michigan,US,11,0,0,2020-04-11
Florida,US,107,5,0,2020-04-11
Virginia,US,2,0,0,2020-04-11
Virginia,US,31,1,0,2020-04-11
Georgia,US,2,0,0,2020-04-11
Georgia,US,142,5,0,2020-04-11
North Carolina,US,37,0,0,2020-04-11
Georgia,US,3,0,0,2020-04-11
Georgia,US,5,1,0,2020-04-11
Kansas,US,3,0,0,2020-04-11
New York,US,22,3,0,2020-04-11
New Mexico,US,18,0,0,2020-04-11
Tennessee,US,17,0,0,2020-04-11
Michigan,US,11,1,0,2020-04-11
Washington,US,53,5,0,2020-04-11
New York,US,60,1,0,2020-04-11
New York,US,61,0,0,2020-04-11
Alabama,US,7,0,0,2020-04-11
Georgia,US,182,7,0,2020-04-11
Kansas,US,6,0,0,2020-04-11
North Carolina,US,11,1,0,2020-04-11
Oklahoma,US,18,1,0,2020-04-11
South Carolina,US,8,0,0,2020-04-11
Texas,US,6,0,0,2020-04-11
Nebraska,US,1,0,0,2020-04-11
Virginia,US,115,0,0,2020-04-11
New Hampshire,US,17,0,0,2020-04-11
Pennsylvania,US,532,15,0,2020-04-11
South Carolina,US,18,0,0,2020-04-11
Tennessee,US,6,0,0,2020-04-11
South Carolina,US,22,0,0,2020-04-11
Virginia,US,203,0,0,2020-04-11
Nebraska,US,2,0,0,2020-04-11
Iowa,US,2,0,0,2020-04-11
Mississippi,US,22,2,0,2020-04-11
Arkansas,US,5,0,0,2020-04-11
Alabama,US,30,0,0,2020-04-11
Michigan,US,0,0,0,2020-04-11
Wisconsin,US,18,0,0,2020-04-11
Minnesota,US,6,1,0,2020-04-11
Vermont,US,351,16,0,2020-04-11
Alabama,US,8,0,0,2020-04-11
Mississippi,US,10,1,0,2020-04-11
Oklahoma,US,2,0,0,2020-04-11
North Carolina,US,3,0,0,2020-04-11
Illinois,US,24,3,0,2020-04-11
Kentucky,US,45,3,0,2020-04-11
Missouri,US,17,0,0,2020-04-11
New Mexico,US,24,0,0,2020-04-11
Florida,US,66,6,0,2020-04-11
Oregon,US,116,3,0,2020-04-11
Louisiana,US,41,3,0,2020-04-11
Mississippi,US,5,0,0,2020-04-11
Tennessee,US,3,0,0,2020-04-11
Washington,US,11,0,0,2020-04-11
Michigan,US,4,1,0,2020-04-11
South Carolina,US,85,4,0,2020-04-11
Pennsylvania,US,15,0,0,2020-04-11
Arkansas,US,27,0,0,2020-04-11
Illinois,US,3,0,0,2020-04-11
Indiana,US,106,8,0,2020-04-11
Kentucky,US,11,0,0,2020-04-11
Missouri,US,1,0,0,2020-04-11
Nevada,US,2144,75,0,2020-04-11
Ohio,US,18,0,0,2020-04-11
South Dakota,US,1,0,0,2020-04-11
Washington,US,220,14,0,2020-04-11
Wisconsin,US,7,0,0,2020-04-11
Alabama,US,15,0,0,2020-04-11
Georgia,US,82,11,0,2020-04-11
Iowa,US,2,0,0,2020-04-11
Mississippi,US,13,1,0,2020-04-11
Virginia,US,3,0,0,2020-04-11
Oregon,US,6,0,0,2020-04-11
Alabama,US,12,0,0,2020-04-11
Arkansas,US,1,0,0,2020-04-11
Florida,US,158,8,0,2020-04-11
Georgia,US,15,1,0,2020-04-11
Indiana,US,11,0,0,2020-04-11
Iowa,US,2,0,0,2020-04-11
Kansas,US,1,0,0,2020-04-11
Minnesota,US,29,0,0,2020-04-11
Mississippi,US,17,0,0,2020-04-11
Missouri,US,46,1,0,2020-04-11
Nebraska,US,2,0,0,2020-04-11
North Carolina,US,4,0,0,2020-04-11
South Dakota,US,6,0,0,2020-04-11
Tennessee,US,2,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
Georgia,US,331,11,0,2020-04-11
Iowa,US,7,0,0,2020-04-11
Colorado,US,11,0,0,2020-04-11
Pennsylvania,US,9,0,0,2020-04-11
Minnesota,US,2,0,0,2020-04-11
Alabama,US,12,0,0,2020-04-11
Arkansas,US,69,4,0,2020-04-11
Ohio,US,41,1,0,2020-04-11
Arkansas,US,8,0,0,2020-04-11
North Carolina,US,35,0,0,2020-04-11
Oklahoma,US,247,17,0,2020-04-11
Georgia,US,3,0,0,2020-04-11
Illinois,US,37,0,0,2020-04-11
Indiana,US,11,1,0,2020-04-11
Iowa,US,28,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Michigan,US,90,3,0,2020-04-11
Missouri,US,11,0,0,2020-04-11
New York,US,43,2,0,2020-04-11
Ohio,US,15,1,0,2020-04-11
Pennsylvania,US,7,0,0,2020-04-11
Kansas,US,3,0,0,2020-04-11
Mississippi,US,38,1,0,2020-04-11
Georgia,US,696,33,0,2020-04-11
Arizona,US,13,0,0,2020-04-11
Tennessee,US,3,0,0,2020-04-11
Arizona,US,238,15,0,2020-04-11
South Dakota,US,12,0,0,2020-04-11
Alabama,US,17,0,0,2020-04-11
Georgia,US,53,2,0,2020-04-11
Tennessee,US,11,0,0,2020-04-11
Kansas,US,38,1,0,2020-04-11
Alabama,US,8,1,0,2020-04-11
Missouri,US,36,1,0,2020-04-11
Illinois,US,5,0,0,2020-04-11
Nebraska,US,4,0,0,2020-04-11
New Mexico,US,1,0,0,2020-04-11
South Carolina,US,15,0,0,2020-04-11
Florida,US,344,4,0,2020-04-11
Texas,US,425,7,0,2020-04-11
Virginia,US,6,0,0,2020-04-11
Texas,US,7,0,0,2020-04-11
Georgia,US,80,5,0,2020-04-11
Arkansas,US,3,0,0,2020-04-11
Florida,US,24,0,0,2020-04-11
Georgia,US,66,0,0,2020-04-11
New York,US,87,7,0,2020-04-11
Oregon,US,10,0,0,2020-04-11
Pennsylvania,US,99,2,0,2020-04-11
Washington,US,1,0,0,2020-04-11
Wisconsin,US,24,1,0,2020-04-11
Ohio,US,96,6,0,2020-04-11
North Carolina,US,31,1,0,2020-04-11
California,US,3,0,0,2020-04-11
Texas,US,37,4,0,2020-04-11
Oklahoma,US,49,0,0,2020-04-11
Texas,US,3,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Louisiana,US,17,1,0,2020-04-11
Alabama,US,3,0,0,2020-04-11
California,US,530,11,0,2020-04-11
Wyoming,US,6,0,0,2020-04-11
Arkansas,US,4,1,0,2020-04-11
Georgia,US,6,0,0,2020-04-11
Illinois,US,13417,455,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Missouri,US,4,0,0,2020-04-11
New Hampshire,US,2,0,0,2020-04-11
Alabama,US,11,0,0,2020-04-11
Mississippi,US,28,0,0,2020-04-11
South Dakota,US,1,0,0,2020-04-11
New York,US,17,0,0,2020-04-11
Texas,US,34,0,0,2020-04-11
Ohio,US,15,0,0,2020-04-11
Colorado,US,3,0,0,2020-04-11
Oklahoma,US,4,0,0,2020-04-11
Minnesota,US,5,0,0,2020-04-11
Alabama,US,11,0,0,2020-04-11
Mississippi,US,12,0,0,2020-04-11
Virginia,US,1,0,0,2020-04-11
Georgia,US,101,2,0,2020-04-11
Kansas,US,1,1,0,2020-04-11
Washington,US,23,0,0,2020-04-11
Oklahoma,US,6,0,0,2020-04-11
Virginia,US,2,0,0,2020-04-11
Arkansas,US,31,0,0,2020-04-11
Texas,US,2,0,0,2020-04-11
North Carolina,US,24,1,0,2020-04-11
Arkansas,US,3,0,0,2020-04-11
Georgia,US,3,0,0,2020-04-11
Illinois,US,4,0,0,2020-04-11
Indiana,US,12,0,0,2020-04-11
Iowa,US,6,0,0,2020-04-11
Kansas,US,6,1,0,2020-04-11
Michigan,US,8,1,0,2020-04-11
Missouri,US,4,0,0,2020-04-11
Ohio,US,13,0,0,2020-04-11
Pennsylvania,US,15,0,0,2020-04-11
Wisconsin,US,3,0,0,2020-04-11
Oklahoma,US,54,3,0,2020-04-11
Alabama,US,2,0,0,2020-04-11
Georgia,US,67,0,0,2020-04-11
Arkansas,US,89,2,0,2020-04-11
Kentucky,US,3,0,0,2020-04-11
Tennessee,US,0,0,0,2020-04-11
Oregon,US,1,0,0,2020-04-11
Wyoming,US,3,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Arkansas,US,6,0,0,2020-04-11
Minnesota,US,13,0,0,2020-04-11
Colorado,US,1,1,0,2020-04-11
Alabama,US,31,1,0,2020-04-11
Virginia,US,17,0,0,2020-04-11
Illinois,US,2,0,0,2020-04-11
Kentucky,US,1,0,0,2020-04-11
Maine,US,284,12,0,2020-04-11
New Jersey,US,154,3,0,2020-04-11
North Carolina,US,82,1,0,2020-04-11
Pennsylvania,US,105,3,0,2020-04-11
Tennessee,US,40,0,0,2020-04-11
Virginia,US,8,0,0,2020-04-11
Nebraska,US,2,0,0,2020-04-11
North Carolina,US,3,0,0,2020-04-11
New Mexico,US,9,0,0,2020-04-11
Oregon,US,3,0,0,2020-04-11
Colorado,US,2,0,0,2020-04-11
Idaho,US,2,0,0,2020-04-11
Nebraska,US,13,0,0,2020-04-11
Oklahoma,US,5,0,0,2020-04-11
Ohio,US,1113,22,0,2020-04-11
Georgia,US,2,1,0,2020-04-11
Minnesota,US,87,4,0,2020-04-11
Alabama,US,6,0,0,2020-04-11
Texas,US,1,0,0,2020-04-11
Alabama,US,10,0,0,2020-04-11
Arkansas,US,1,0,0,2020-04-11
Iowa,US,37,0,0,2020-04-11
Missouri,US,2,0,0,2020-04-11
Texas,US,1644,27,0,2020-04-11
Wisconsin,US,327,12,0,2020-04-11
Virginia,US,20,0,0,2020-04-11
North Carolina,US,13,1,0,2020-04-11
Ohio,US,42,8,0,2020-04-11
South Carolina,US,37,0,0,2020-04-11
Pennsylvania,US,213,3,0,2020-04-11
North Carolina,US,85,2,0,2020-04-11
Tennessee,US,1111,13,0,2020-04-11
North Carolina,US,22,2,0,2020-04-11
Indiana,US,9,1,0,2020-04-11
Kentucky,US,79,2,0,2020-04-11
Utah,US,193,2,0,2020-04-11
South Dakota,US,3,0,0,2020-04-11
Georgia,US,25,2,0,2020-04-11
Nebraska,US,3,0,0,2020-04-11
Texas,US,7,1,0,2020-04-11
Louisiana,US,114,7,0,2020-04-11
Illinois,US,1,0,0,2020-04-11
Alabama,US,21,0,0,2020-04-11
Georgia,US,835,13,0,2020-04-11
Illinois,US,33,1,0,2020-04-11
Indiana,US,5,0,0,2020-04-11
Missouri,US,3,0,0,2020-04-11
Tennessee,US,9,0,0,2020-04-11
Florida,US,20,3,0,2020-04-11
Mississippi,US,163,2,0,2020-04-11
Texas,US,9,0,0,2020-04-11
Texas,US,7,0,0,2020-04-11
Indiana,US,59,3,0,2020-04-11
Georgia,US,27,0,0,2020-04-11
Indiana,US,123,10,0,2020-04-11
Tennessee,US,1,0,0,2020-04-11
